City,PG Name,Nearby College,Address,Rent (INR/Month),Room Type,Amenities,Distance to College (km),Rating,Reviews,Contact,Nearby Companies,Nearby Locations,PG Type,Vacancy Status,Meals Included,Meal Charges,Electricity Charges,Room Size (sq.ft),Public Transport Access,Gym,Wi-Fi Speed,Payment Frequency,Advance Payment Required,Security Features,Social Events
Chennai,Lopez LLC,VIT University,"PSC 1111, Box 6993
APO AE 68832",13109,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.342830139822027,3.7177958662234625,Owner keep anything learn happy religious official.,001-815-123-6277x1772,Summers Group,East Justinshire,Co-ed,Available,No,0,Not Included,199,Near metro station,No,100 Mbps,Quarterly,Yes,Security Guard,No
Madurai,"Thompson, Lee and Garcia",Madurai Kamaraj University,"6567 Martinez Mill Apt. 691
Braystad, NH 55446",9050,Shared,"Wi-Fi, Laundry",4.794067939247693,4.089468151301721,Wide art our notice item threat attack.,586.143.4608x2015,Smith-Whitaker,New Brianchester,Co-ed,Available,Yes,1285,Not Included,185,Near metro station,Yes,50 Mbps,Monthly,No,Security Guard,Yes
Salem,Taylor and Sons,Periyar University,"086 Brown Circles Suite 650
West Brenda, NY 61157",9416,Double,"Wi-Fi, AC, Laundry, Kitchen",4.218276447965955,4.0024311609941154,And century travel serious compare particular series program.,211.502.2739,Lowery-Michael,Nathanielstad,Male-only,Not Available,No,0,Included,181,5 min walk to bus stop,No,100 Mbps,Quarterly,Yes,CCTV,No
Tiruchirappalli,"Miller, Burton and Nguyen",National Institute of Technology Tiruchirappalli,"1440 Karl Center
Brookschester, NH 43566",7020,Single,"Wi-Fi, Laundry",2.6468993231251683,3.913842526529766,Leader simply open wrong note.,(705)399-7418x4340,"Butler, Johnson and Schmidt",Richardsonside,Co-ed,Available,No,0,Included,141,5 min walk to bus stop,Yes,Unlimited,Monthly,No,"CCTV, Guard at Night",No
Madurai,"Carroll, Holland and Pratt",Tamil Nadu Medical University,"85848 Thomas Unions Suite 180
Annshire, WY 96079",8158,Single,"Wi-Fi, AC, Laundry, Kitchen",2.7431607530658484,4.467375543532066,Face chair hit research woman money or.,(455)055-8923x51767,"Chapman, Thomas and Davis",New Scott,Male-only,Available,Yes,1934,Not Included,148,Near metro station,No,Unlimited,Quarterly,Yes,CCTV,Yes
Chennai,"Martinez, Wilson and Powell",University of Madras,"31070 Williamson Square
West Josephport, CO 21898",11159,Single,"AC, Laundry, Parking",2.6947648695811557,3.9353362975841106,Political simple him own.,+1-099-984-2281,Crawford-Mendoza,New Aimeestad,Male-only,Not Available,No,0,Included,148,Near metro station,No,100 Mbps,Monthly,No,CCTV,Yes
Erode,Hawkins Inc,Erode Arts and Science College,"8901 Ashley Springs
South Steven, NV 62594",9049,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.0142923507524553,3.6230036842592455,Book word small environment want adult may.,(190)214-9979x7043,"Ruiz, Becker and Stevenson",Samuelbury,Male-only,Not Available,No,0,Not Included,199,Near metro station,No,100 Mbps,Monthly,No,Security Guard,No
Tiruchirappalli,Anderson-Norton,National Institute of Technology Tiruchirappalli,"65117 Michael Ways Suite 986
Palmerhaven, MI 38516",14119,Single,"Wi-Fi, Laundry",4.911405539719896,4.56587594416575,Late common rise hear teach side.,(190)053-9916x81979,"Mckinney, Mcdonald and Rich",Jonesbury,Co-ed,Not Available,Yes,1657,Included,147,5 min walk to bus stop,No,100 Mbps,Monthly,No,Security Guard,No
Vellore,Davis Inc,VIT Vellore,"62237 Diane Mount
Port Carlos, MN 20695",7003,Single,"AC, Laundry, Parking",3.5317395333546537,4.304738389743555,Section its nothing explain point.,+1-069-951-4334x908,Murphy-Hall,East Annette,Co-ed,Available,Yes,1323,Not Included,133,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,Security Guard,No
Salem,"Crane, Mora and Thomas",Dr. G.R. Damodaran College of Science,"PSC 1157, Box 0946
APO AE 03549",11249,Single,"Wi-Fi, AC, Laundry, Kitchen",3.24583282718127,3.3935060918401754,Company Democrat study still opportunity pick next.,267.026.3985x70995,Byrd-Mercado,Reedbury,Co-ed,Available,No,0,Included,170,Near local train,Yes,100 Mbps,Monthly,Yes,Security Guard,Yes
Erode,Conley LLC,Erode Arts and Science College,"792 Reynolds Stravenue
Moorestad, DE 72767",10141,Double,"Wi-Fi, AC, Laundry, Kitchen",2.4396744026600663,4.450866597850805,People part medical what man very.,(190)614-4507,Lee PLC,Travismouth,Female-only,Not Available,Yes,1071,Not Included,111,Near local train,No,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",Yes
Coimbatore,"Clark, Decker and Rodriguez",Tamil Nadu Agricultural University,"424 Dylan Hollow
Fishershire, SD 50029",7489,Double,"AC, Laundry, Parking",4.734394237888203,3.2833975133909625,Low I foot them.,+1-335-232-6562x806,Marshall Ltd,New Frankland,Co-ed,Available,No,0,Included,147,Near metro station,Yes,Unlimited,Quarterly,Yes,Security Guard,Yes
Erode,Sandoval-Smith,The Gandhigram Rural Institute,"4494 James Knolls
West Johnberg, NE 84420",13901,Shared,"Wi-Fi, Laundry",4.786206288067785,4.017951574029589,Nor raise continue than data admit.,(337)677-0174x865,Martinez-Hopkins,Jessefort,Female-only,Available,No,0,Included,177,5 min walk to bus stop,No,50 Mbps,Quarterly,Yes,Security Guard,No
Vellore,"Roberts, Clark and Robbins",Vellore Institute of Technology University,"912 Jessica Mountain
Buchananhaven, DC 06329",6393,Shared,"AC, Laundry, Parking",3.7509631658845435,3.3458849195103313,Possible ok community buy.,001-204-235-0613,"Richardson, Perez and Robertson",West Elizabethfurt,Co-ed,Not Available,Yes,1695,Included,189,5 min walk to bus stop,No,100 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Vellore,Thomas-Ware,VIT Vellore,"11470 Martin Trail
North Rebecca, WV 54590",8007,Shared,"AC, Laundry, Parking",4.640912227468579,4.772452967632196,Thought step hard reality fast will your.,001-833-483-2168,"Thornton, Baird and Lopez",Chrismouth,Co-ed,Available,No,0,Included,187,Near metro station,Yes,50 Mbps,Monthly,Yes,CCTV,No
Coimbatore,"Day, Porter and Bowers",PSG College of Technology,"5074 Joshua Shoals
South Alexisberg, IL 15462",8440,Single,"Wi-Fi, AC, Laundry, Kitchen",1.3283038841874122,3.5358035654580267,Start together heavy age.,113-967-8391x37559,Ortega-Wu,Lake Jeanette,Female-only,Not Available,No,0,Included,167,Near local train,No,50 Mbps,Monthly,Yes,CCTV,No
Madurai,Stone-Anderson,VIT Madurai,"423 Kelly Unions
North Craig, MN 38470",12156,Double,"Wi-Fi, Laundry",4.081473810911028,3.8288000790343633,The serve if.,+1-272-505-4752x94402,Matthews PLC,Lake Jennifer,Co-ed,Not Available,No,0,Included,167,Near metro station,Yes,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Coimbatore,Hamilton-Garcia,Tamil Nadu Agricultural University,"0125 Campbell Mission
Port Susan, AZ 79279",14615,Double,"AC, Laundry, Parking",2.809512102653298,3.145154605152883,Everyone writer mention necessary now.,+1-554-118-5903x95174,West-Thomas,North Kaylaside,Co-ed,Not Available,Yes,2760,Included,164,Near local train,No,100 Mbps,Monthly,Yes,CCTV,No
Salem,Thomas Ltd,Dr. G.R. Damodaran College of Science,"44391 Mitchell Path
South Karenbury, RI 80803",10992,Double,"AC, Laundry, Parking",4.703118430795802,3.402224131919729,Southern experience environment whether also ever.,+1-671-944-1879x77883,Gilbert-Hayden,West Edwardton,Female-only,Not Available,Yes,2588,Not Included,138,Near local train,Yes,50 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Tiruchirappalli,Ferguson PLC,Anna University Tiruchirappalli,"4537 Gonzalez Loaf Apt. 575
New Tammyton, DE 73798",14897,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.967944607921134,3.5211757418312324,Leave green seven another join poor executive.,+1-281-057-5381,"Jackson, Abbott and Hess",Deborahside,Co-ed,Not Available,No,0,Not Included,141,Near metro station,Yes,Unlimited,Quarterly,No,"CCTV, Guard at Night",Yes
Salem,Martin-Boyer,Periyar University,"USNV Mckinney
FPO AA 77773",5292,Double,"AC, Laundry, Parking",4.03693792542538,4.505607652491695,Beat admit everyone find.,001-770-881-1905x25456,Jones-Gonzalez,Robertshire,Male-only,Not Available,Yes,2868,Not Included,179,5 min walk to bus stop,No,50 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Chennai,Rosario-Ellis,VIT University,"4062 Gutierrez Stream
Katherineberg, KS 73425",13215,Single,"AC, Laundry, Parking",4.77174075161773,3.0572363249450705,Only box PM.,(128)388-1828,"Ortiz, Rivera and Brooks",Lake Johnfurt,Female-only,Available,No,0,Not Included,175,Near local train,No,50 Mbps,Quarterly,Yes,"CCTV, Guard at Night",No
Tiruchirappalli,"Richardson, Brady and Mcknight",Bharathidasan University,"0558 Lee Lodge
North Christinahaven, NV 54509",5847,Double,"Wi-Fi, Laundry",4.655600104254507,3.345502603827871,Even cultural station.,001-029-715-6717x241,Collier-Stone,Joneston,Female-only,Available,Yes,1604,Included,164,5 min walk to bus stop,Yes,50 Mbps,Monthly,No,Security Guard,Yes
Erode,Warren-Montes,The Gandhigram Rural Institute,"27322 Herrera Station
Port Brianfort, OR 01177",10504,Single,"AC, Laundry, Parking",3.4793166956068378,4.348374257282171,Her affect list hit threat everybody.,132-963-7625,Castaneda Group,Olsonmouth,Male-only,Available,Yes,2656,Included,131,5 min walk to bus stop,No,Unlimited,Monthly,Yes,"CCTV, Guard at Night",No
Tiruchirappalli,Kelly Inc,Anna University Tiruchirappalli,"PSC 6035, Box 4895
APO AP 40666",9897,Single,"Wi-Fi, AC, Laundry, Kitchen",4.242479301043902,3.3298280475945248,Organization rate student account show during.,001-592-357-4618x61661,"Robinson, Ward and Underwood",Flowersmouth,Male-only,Not Available,Yes,2976,Not Included,109,Near local train,Yes,Unlimited,Quarterly,No,"CCTV, Guard at Night",No
Madurai,Lewis LLC,Tamil Nadu Medical University,"7484 Shawn Junction Suite 458
Emmafort, AR 67889",12907,Single,"Wi-Fi, Laundry",1.3239885823049153,3.4309935050377787,Its street wait economic model.,619.512.2368x505,Herrera-Moss,North Randy,Female-only,Not Available,Yes,1668,Not Included,195,Near metro station,Yes,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",Yes
Tiruchirappalli,Miller-Green,Bharathidasan University,"54972 Melissa Green Suite 721
Michaelchester, NY 98817",12997,Single,"AC, Laundry, Parking",2.374410091360388,4.341346757951478,Relate task brother them.,679-501-8931x57015,"Fields, Smith and Yates",New Tracistad,Female-only,Not Available,Yes,2435,Included,142,5 min walk to bus stop,No,50 Mbps,Monthly,Yes,Security Guard,Yes
Tiruchirappalli,Ford LLC,Bharathidasan University,"05418 Joseph Pass
West William, CT 41023",14540,Shared,"AC, Laundry, Parking",3.3655944922577072,4.505041482203684,Measure accept during bring admit admit win report.,001-098-902-5442x4824,Davis-Baxter,North Nancy,Female-only,Not Available,Yes,1158,Included,200,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,Security Guard,Yes
Salem,"Jensen, Sullivan and Tran",Government College of Engineering Salem,"77479 Eric Harbor
West Shelley, AK 69303",14127,Double,"Wi-Fi, AC, Laundry, Kitchen",4.460923618931066,4.66088147334696,Main must as.,017.411.6884,Clark-Huff,Lindaport,Male-only,Not Available,Yes,2397,Included,144,Near local train,Yes,100 Mbps,Quarterly,Yes,Security Guard,No
Coimbatore,Farmer and Sons,PSG College of Technology,"965 Tammy Port Suite 853
South Sarahshire, LA 25075",13520,Shared,"Wi-Fi, Laundry",3.5936479387772553,3.7845175157143576,Bed along house husband free claim western future.,130.468.9728,Thomas Inc,Waltonville,Co-ed,Available,No,0,Not Included,186,Near metro station,No,50 Mbps,Monthly,No,CCTV,Yes
Vellore,Chan-Davis,VIT Vellore,"70522 Scott Mountain
Sandersfort, SD 48266",10295,Double,"Wi-Fi, Laundry",4.436484828512384,3.2467283346382683,Rock water rate human.,(538)094-7688x298,Young Inc,Harrisstad,Female-only,Not Available,No,0,Included,183,Near metro station,No,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",Yes
Tiruchirappalli,Diaz-Rivera,Anna University Tiruchirappalli,"342 Smith Walk Apt. 585
Mayberg, AK 59429",6272,Shared,"AC, Laundry, Parking",4.603589084228513,3.313119327651944,Truth approach information.,001-251-467-4755x37489,Turner Ltd,Lake Rachel,Male-only,Not Available,Yes,2173,Included,153,Near local train,Yes,100 Mbps,Quarterly,No,Security Guard,No
Vellore,"Mann, Watson and Jordan",Vellore Institute of Technology University,"USS Edwards
FPO AE 72283",6893,Double,"Wi-Fi, Laundry",4.552305880597489,3.8598952489219807,Candidate professor mouth data human management specific.,6103657295,Ward LLC,Clineside,Co-ed,Not Available,No,0,Included,197,5 min walk to bus stop,Yes,100 Mbps,Quarterly,No,"CCTV, Guard at Night",Yes
Vellore,Shelton Ltd,VIT Vellore,"726 Hunter Parkways Apt. 356
Richardborough, OR 39136",13968,Single,"AC, Laundry, Parking",4.853554645119008,3.2335823379672233,Participant serious central that final interest.,5958922693,Jennings-Mcpherson,Fishertown,Co-ed,Available,No,0,Included,115,5 min walk to bus stop,No,50 Mbps,Quarterly,No,"CCTV, Guard at Night",No
Erode,Sullivan-Jones,Erode Arts and Science College,"932 Hart Corner Suite 534
West Jessicachester, UT 70565",6056,Single,"Wi-Fi, Laundry",2.485316681653142,3.6316289481138764,Serve site fish.,386.976.5808x444,"Spears, Graves and Tate",Millershire,Male-only,Not Available,No,0,Included,151,Near metro station,No,50 Mbps,Quarterly,Yes,Security Guard,No
Salem,Chapman Ltd,Periyar University,"0568 Ibarra Spurs
Lake Jessicafurt, CO 47690",13406,Double,"AC, Laundry, Parking",2.4259998032130716,4.63475281063469,Various audience firm industry.,001-708-489-6086,Simpson Inc,Port Richard,Male-only,Available,Yes,1178,Included,123,Near metro station,No,Unlimited,Monthly,Yes,CCTV,No
Chennai,Morrison-Cardenas,SRM Institute of Science and Technology,"42389 Bobby Oval
New Susan, KY 36783",7200,Shared,"AC, Laundry, Parking",4.676357213062337,4.091893955289977,Well these total event clear field church.,001-866-567-3148x059,Archer Group,Port Brendafurt,Female-only,Available,No,0,Not Included,161,5 min walk to bus stop,Yes,50 Mbps,Quarterly,Yes,CCTV,Yes
Salem,Garcia and Sons,Periyar University,"9222 Andrew Drive Suite 552
North Emilystad, ME 88880",5341,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.6636564914700305,3.2439806408800265,Little whose increase try meeting.,(952)219-2049,"Newton, Mays and Boyd",Freystad,Co-ed,Available,Yes,2930,Not Included,149,Near local train,No,100 Mbps,Quarterly,Yes,CCTV,No
Erode,"Walters, Burgess and Phillips",The Gandhigram Rural Institute,"75292 Louis Island
Lauraburgh, MO 55715",9284,Single,"Wi-Fi, Laundry",1.4262139717284974,3.4214609567784704,Trouble surface join rich throw open.,+1-805-355-8475x653,Mullins Group,Willisland,Male-only,Not Available,Yes,1404,Not Included,178,5 min walk to bus stop,Yes,Unlimited,Quarterly,Yes,"CCTV, Guard at Night",Yes
Erode,Merritt Ltd,Erode Arts and Science College,"5733 Michael Lodge Apt. 221
Houstonmouth, CO 88917",14302,Single,"Wi-Fi, AC, Laundry, Kitchen",3.7060206733193404,4.354569169773824,Attention most until.,(492)947-1892x2942,"Warren, Davidson and Johnson",Lake Nathaniel,Co-ed,Not Available,No,0,Included,111,Near metro station,No,50 Mbps,Quarterly,Yes,Security Guard,No
Madurai,"Gould, Wise and Nixon",VIT Madurai,"1886 Jensen Plains Apt. 881
Jeremychester, ID 20971",13655,Double,"Wi-Fi, AC, Laundry, Kitchen",3.609960814258329,3.2480887114707233,Employee order would appear.,852-021-9610,Jackson LLC,Kleinborough,Male-only,Available,Yes,1126,Not Included,129,Near metro station,Yes,50 Mbps,Quarterly,Yes,Security Guard,Yes
Coimbatore,Guerrero-Barnes,PSG College of Technology,"48879 Ellis Grove Apt. 096
Lake Hannah, AL 09505",8422,Double,"Wi-Fi, Laundry",4.769412882105995,3.840187911954597,Environment natural able add adult opportunity.,+1-692-881-7460x731,Adkins-Miller,East Toddton,Female-only,Not Available,Yes,2673,Included,104,Near metro station,No,100 Mbps,Monthly,No,"CCTV, Guard at Night",Yes
Madurai,Bauer Group,Madurai Kamaraj University,"157 Claire Prairie
Duncanfurt, NJ 21552",8595,Single,"Wi-Fi, AC, Laundry, Kitchen",3.145926568654188,3.1933248814101662,Foot fill really alone easy themselves read.,(256)557-5503x846,Ochoa-Peters,Bankstown,Co-ed,Available,No,0,Included,179,5 min walk to bus stop,Yes,50 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Tiruchirappalli,"Mcintyre, Leonard and Valdez",National Institute of Technology Tiruchirappalli,"80256 Gonzalez Garden
Port Lauren, IL 64696",14557,Double,"Wi-Fi, Laundry",4.265689997990205,4.0022302571297,On section heavy seek hear.,582.496.1935,Howard-Brown,Justinmouth,Female-only,Not Available,Yes,2451,Included,164,Near metro station,No,50 Mbps,Monthly,No,CCTV,Yes
Madurai,"Harris, Roberts and Cooper",Tamil Nadu Medical University,"410 Karen Springs Suite 868
Ryanmouth, MN 98886",5301,Shared,"Wi-Fi, AC, Laundry, Kitchen",4.062733610752911,3.360041866184521,Song eye light strategy.,+1-508-823-8972x6342,Huynh-Chapman,Port Alexandratown,Co-ed,Not Available,No,0,Not Included,154,5 min walk to bus stop,Yes,Unlimited,Quarterly,No,"CCTV, Guard at Night",No
Erode,"Lawrence, Haney and Williams",The Gandhigram Rural Institute,"6610 Williams Knolls Apt. 680
Gibbston, NJ 71776",10337,Double,"Wi-Fi, Laundry",1.6244600633698898,4.950224018201548,Add partner report particularly strategy.,891-373-0531,Young Ltd,North Carolyn,Female-only,Not Available,No,0,Included,160,Near local train,Yes,100 Mbps,Quarterly,No,Security Guard,Yes
Chennai,Lee Group,VIT University,"1180 Keith Mountains
North Toddville, NE 58252",14000,Shared,"Wi-Fi, AC, Laundry, Kitchen",2.8895868882665057,4.941272090444862,Happy body until within.,+1-735-039-9206,Martinez-Allen,New Catherinestad,Co-ed,Not Available,No,0,Not Included,126,Near metro station,No,100 Mbps,Quarterly,Yes,"CCTV, Guard at Night",Yes
Vellore,"Carney, Wilson and Murphy",VIT Vellore,"0564 Davis Burg
Port Michaelchester, TX 11596",7727,Single,"AC, Laundry, Parking",2.254871471599104,3.120447666321837,Positive indicate research peace.,284-465-2825x99741,Short-Solis,South Scott,Male-only,Available,No,0,Not Included,130,5 min walk to bus stop,Yes,50 Mbps,Quarterly,No,CCTV,No
Vellore,"Wolfe, Reynolds and Reyes",Vellore Institute of Technology University,"76039 Stanley Court
New Ginaborough, DE 35713",14086,Double,"AC, Laundry, Parking",2.757396510415812,4.255067730210193,Ball yes treatment attention though word.,(401)772-7529x661,Cook and Sons,West Cherylfort,Male-only,Not Available,Yes,2390,Not Included,156,Near local train,No,Unlimited,Quarterly,Yes,CCTV,No
Madurai,Nguyen and Sons,Madurai Kamaraj University,"6055 Martin Squares Apt. 150
South Robertmouth, TN 85553",6124,Shared,"AC, Laundry, Parking",2.402905457493226,3.509267771065176,Book fish produce why parent big.,683-389-4520x990,Simmons-Smith,Ryanchester,Female-only,Not Available,No,0,Included,191,5 min walk to bus stop,No,100 Mbps,Monthly,Yes,"CCTV, Guard at Night",No
Chennai,Matthews Ltd,Anna University,"5488 Brian Mountain Suite 577
Port Elizabethview, MT 99931",5443,Shared,"Wi-Fi, AC, Laundry, Kitchen",3.975171637093594,3.7273489738076897,One movie all call if development.,(785)228-8762,"Wood, Thomas and Lowe",Lake Bryce,Male-only,Available,No,0,Not Included,168,5 min walk to bus stop,Yes,100 Mbps,Quarterly,Yes,CCTV,Yes
